Name,Company Domain Name,Website URL,Phone Number,Email,PMS,Booking URL,Number of Rooms,Lead Status,Existing Customer in Area,Description,Latitude,Longitude
1-Tuckaleechee Retreat Center,tuckaleecheeretreatcenter.com,http://tuckaleecheeretreatcenter.com/,+1 865-448-6442,inn@tuckaleecheeretreatcenter.com,unknown_booking_api,https://flipbooks.fleepit.com/flipbookcreation.php,,New,,PMS: unknown_booking_api | Booking URL: https://flipbooks.fleepit.com/flipbookcreation.php,35.6563889,
Mulberry Gap - Adventure Basecamp,mulberrygap.com,https://www.mulberrygap.com/,+1 706-698-2865,reservations@mulberrygap.com,Checkfront,https://mulberrygap.checkfront.com/reserve/documents/directory/,,New,,PMS: Checkfront | Booking URL: https://mulberrygap.checkfront.com/reserve/documents/directory/,34.7982469,
Anson Arbor Farm,ansonarborfarm.com,http://www.ansonarborfarm.com/,,angela@ansonarborfarm.com,ThinkReservations,https://secure.thinkreservations.com/ansonarborfarm/gift-certificates,,New,,PMS: ThinkReservations | Booking URL: https://secure.thinkreservations.com/ansonarborfarm/gift-certificates,35.8337539,
Wood Nest Retreat,rentandrepeat.com,http://rentandrepeat.com/,,,Guesty,https://static.guesty.com/ssrs/booking-engine-page/790/static/_next/static/css/94f0c1370489586d.css,,New,,PMS: Guesty | Booking URL: https://static.guesty.com/ssrs/booking-engine-page/790/static/_next/static/css/94f0c1370489586d.css,34.8774753,
Camp Willow,campwillowtn.com,http://www.campwillowtn.com/,+1 423-454-0188,,unknown_booking_api,https://www.campspot.com/book/campwillow,,New,,PMS: unknown_booking_api | Booking URL: https://www.campspot.com/book/campwillow,35.657772,
A Blue Ridge Vacation,ablueridgevacation.com,https://www.ablueridgevacation.com/,+1 888-452-9567,info@ablueridgevacation.com,Streamline,https://ownerx.streamlinevrs.com/login,,New,,PMS: Streamline | Booking URL: https://ownerx.streamlinevrs.com/login,34.8692431,
Whitewater Express,ocoee.whitewaterexpress.com,https://ocoee.whitewaterexpress.com/,+1 423-496-9126,ocoee@whitewaterexpress.com,unknown_booking_api,https://go.theflybook.com/custom/bootstrapper/flybookbootstrap.js,,New,,PMS: unknown_booking_api | Booking URL: https://go.theflybook.com/custom/bootstrapper/flybookbootstrap.js,35.0349261,
Camp Reggae,nattilovejoys.com,http://nattilovejoys.com/,+1 423-241-9571,,unknown_booking_api,https://contact.apps-api.instantpage.secureserver.net/v3/recaptcha,,New,,PMS: unknown_booking_api | Booking URL: https://contact.apps-api.instantpage.secureserver.net/v3/recaptcha,35.0700059,
Foxwood,unwindluxuryvacations.com,https://unwindluxuryvacations.com/,+1 501-420-2631,info@unwindluxuryvacations.com,Guesty,https://static.guesty.com/ssrs/booking-engine-page/790/static/_next/static/css/94f0c1370489586d.css,6,New,,PMS: Guesty | Booking URL: https://static.guesty.com/ssrs/booking-engine-page/790/static/_next/static/css/94f0c1370489586d.css | Rooms: 6,34.97715,
Laurel Valley Mountain Retreat,laurelvalleymountainretreat.com,http://www.laurelvalleymountainretreat.com/,+1 865-448-4891,,Cloudbeds,https://hotels.cloudbeds.com/reservation/eQDNxM,,New,,PMS: Cloudbeds | Booking URL: https://hotels.cloudbeds.com/reservation/eQDNxM,35.6727672,
The Sidecar Inn Bed & Breakfast,sidecarinn.com,https://sidecarinn.com/?utm_source=google&utm_medium=organic&utm_campaign=gmblisting,+1 865-399-4262,innkeeper@sidecarinn.com,RezStream,https://guest.rezstream.com/search/the-sidecar-inn-bed-breakfast-tn?_ga=2.190664684.616100423.1679928557-1099032840.1676574227,4,New,,PMS: RezStream | Booking URL: https://guest.rezstream.com/search/the-sidecar-inn-bed-breakfast-tn?_ga=2.190664684.616100423.1679928557-1099032840.1676574227 | Rooms: 4,35.9263685,
Vacation Lodge,vacationlodge.net,https://vacationlodge.net/,+1 865-453-2640,,Triptease,https://booking.hotelkeyapp.com/#/?pc=0654&property_id=e31f1397-3e67-4756-a916-130630431aa6&url=https%3A%2F%2Fvacationlodge.net%2F,,New,,PMS: Triptease | Booking URL: https://booking.hotelkeyapp.com/#/?pc=0654&property_id=e31f1397-3e67-4756-a916-130630431aa6&url=https%3A%2F%2Fvacationlodge.net%2F,35.786816,
Grand Smokies Resort Lodge,smokieslodge.com,https://www.smokieslodge.com/,+1 865-453-4106,,IQWebBook,https://us01.iqwebbook.com/SOTSCLTN125/,160,New,,PMS: IQWebBook | Booking URL: https://us01.iqwebbook.com/SOTSCLTN125/ | Rooms: 160,35.8134571,
The Inn at Christmas Place,innatchristmasplace.com,https://innatchristmasplace.com/,+1 865-868-0525,reservations@innatchristmasplace.com,Triptease,https://www.innatchristmasplace.com/reservations/,,New,,PMS: Triptease | Booking URL: https://www.innatchristmasplace.com/reservations/,35.8098736,
Park Grove Inn,parkgroveinn.com,https://www.parkgroveinn.com/,+1 865-429-2333,,Triptease,https://onboard.triptease.io/bootstrap.js?integrationId=01EP6ZG5WKJ05QYA01B0VQZ00B,,New,,PMS: Triptease | Booking URL: https://onboard.triptease.io/bootstrap.js?integrationId=01EP6ZG5WKJ05QYA01B0VQZ00B,35.8058401,
Awakening Adventures llc,awakeningadventuresllc.com,http://www.awakeningadventuresllc.com/,+1 765-543-1153,,FareHarbor,https://fareharbor.com/embeds/book/awakeningadventures/?full-items=yes,,New,,PMS: FareHarbor | Booking URL: https://fareharbor.com/embeds/book/awakeningadventures/?full-items=yes,35.7909355,
Pigeon River Inn,pigeonriverinn.com,http://www.pigeonriverinn.com/,+1 865-774-4450,info@pigeonriverinn.com,ASI Web Reservations,https://reservation.asiwebres.com/app_themes/default/js/DateValidation.js,,New,,PMS: ASI Web Reservations | Booking URL: https://reservation.asiwebres.com/app_themes/default/js/DateValidation.js,35.825875,
Cabin Rentals of Georgia - Cohutta Sunset,cabin-rentals-of-georgia.com,https://www.cabin-rentals-of-georgia.com/cabin/blue-ridge/cohutta-sunset,+1 706-632-2246,info@cabin-rentals-of-georgia.com,Streamline,https://www.cabin-rentals-of-georgia.com/availability,,New,,PMS: Streamline | Booking URL: https://www.cabin-rentals-of-georgia.com/availability,34.8824454,
Deer Ridge Mountain Resort,prestigevacationrentals.com,https://prestigevacationrentals.com/deer-ridge-mountain-resort,6156639154,reservations@myprestigevr.com,Guesty,https://prestigevacationrentals.com/rental/black-bear-bliss/,,New,,PMS: Guesty | Booking URL: https://prestigevacationrentals.com/rental/black-bear-bliss/,35.7642322,
Blue Ridge TreeHouse at Bear Claw Vineyards,blueridgetreehouse.com,http://www.blueridgetreehouse.com/,+1 706-223-3750,,unknown_booking_api,https://blueridgetreehouse.com/products/book-your-stay,,New,,PMS: unknown_booking_api | Booking URL: https://blueridgetreehouse.com/products/book-your-stay,34.8782548,
Blue Ridge Overlook Lodge,escapetoblueridge.com,http://escapetoblueridge.com/cabins/cabin.php?cabinid=69&search=yes,8666182521,,Streamline,http://escapetoblueridge.com/availability-calendar,,New,,PMS: Streamline | Booking URL: http://escapetoblueridge.com/availability-calendar,34.83041,
Red Roof Cottage,redroofcottage.lodgify.com,https://redroofcottage.lodgify.com/,+1 727-688-3138,,Lodgify,https://redroofcottage.lodgify.com/en/2034584/availability,,New,,PMS: Lodgify | Booking URL: https://redroofcottage.lodgify.com/en/2034584/availability,34.8191478,
Outdoor Adventure Rafting - Ocoee Whitewater,ocoee.com,https://ocoee.com/,+1 423-338-5746,info@ocoee.com,FareHarbor,https://fareharbor.com/embeds/book/outdooradventurerafting/?full-items=yes,,New,,PMS: FareHarbor | Booking URL: https://fareharbor.com/embeds/book/outdooradventurerafting/?full-items=yes,35.127546,
"The Cabins at Copperhill, LLC",copperhillcabins.com,http://www.copperhillcabins.com/,+1 423-496-5225,,Hostaway,https://booking-engine.hostaway.com/bookingEngines/copperhillcabins/listing/facets,,New,,PMS: Hostaway | Booking URL: https://booking-engine.hostaway.com/bookingEngines/copperhillcabins/listing/facets,34.9996679,
Cherry Log Summit Cabin,bkstays.com,https://www.bkstays.com/cherry-log-summit,+1 404-358-1552,contact@bkstays.com,Hospitable,https://www.bkstays.com/home/#64eb46011c4e8a4176860e94,,New,,PMS: Hospitable | Booking URL: https://www.bkstays.com/home/#64eb46011c4e8a4176860e94,34.8052333,
Douglas Inn & Suites - A Great Place to Stay in Blue Ridge,douglasinnblueridge.com,http://www.douglasinnblueridge.com/,+1 706-258-3600,,ASI Web Reservations,https://reservation.asiwebres.com/SearchAvailability.aspx?id=d98e7244cd8f4c5aaa37e2eb4b0fa7dd,,New,,PMS: ASI Web Reservations | Booking URL: https://reservation.asiwebres.com/SearchAvailability.aspx?id=d98e7244cd8f4c5aaa37e2eb4b0fa7dd,34.8730239,
Whitepath Lodge and Resort,whitepathlodgeandresort.com,https://www.whitepathlodgeandresort.com/,+1 385-326-3923,contact@stayexplorent.com,Cloudbeds,https://hotels.cloudbeds.com/reservation/83Vdoq,,New,,PMS: Cloudbeds | Booking URL: https://hotels.cloudbeds.com/reservation/83Vdoq,34.7573862,
Blue Ridge Inn Bed and Breakfast,blueridgeinn.com,http://www.blueridgeinn.com/,+1 706-661-7575,howdy@blueridgeinn.com,ThinkReservations,https://blueridgeinnbandb.com/our-rooms/,,New,,PMS: ThinkReservations | Booking URL: https://blueridgeinnbandb.com/our-rooms/,34.866441,
Bigfoot Ocoee Outfitters Lodge Room Two,bigfootoutfitters.com,http://www.bigfootoutfitters.com/,+1 423-225-5000,,FareHarbor,https://fareharbor.com/embeds/book/bigfootoutfitters/items/134776/calendar/?flow=149870Book%20online%20now!/a,,New,,PMS: FareHarbor | Booking URL: https://fareharbor.com/embeds/book/bigfootoutfitters/items/134776/calendar/?flow=149870Book%20online%20now!/a,35.1321701,
Dollywood's DreamMore Resort & Spa,dollywood.com,https://www.dollywood.com/resort/?utm_source=local&utm_medium=organic&utm_campaign=website_link,+1 800-365-5996,,SynXis / TravelClick,https://be.synxis.com/?chain=27800&hotel=69958,,New,,PMS: SynXis / TravelClick | Booking URL: https://be.synxis.com/?chain=27800&hotel=69958,35.8139222,
Sasquatch Cabin,bigfootoutfitters.com,https://bigfootoutfitters.com/,+1 423-225-5000,,FareHarbor,https://fareharbor.com/embeds/book/bigfootoutfitters/items/134776/calendar/?flow=149870Book%20online%20now!/a,,New,,PMS: FareHarbor | Booking URL: https://fareharbor.com/embeds/book/bigfootoutfitters/items/134776/calendar/?flow=149870Book%20online%20now!/a,35.131485,
Berry Springs Lodge,berrysprings.com,https://berrysprings.com/?utm_source=google&utm_medium=GMB,+1 865-908-7935,,RezStream,https://guest.rezstream.com/search/berry-springs-lodge,,New,,PMS: RezStream | Booking URL: https://guest.rezstream.com/search/berry-springs-lodge,35.81831740000001,
The Overlook Inn,theoverlookinn.com,https://theoverlookinn.com/,+1 706-517-0300,info@theoverlookinn.com,ResNexus,https://theoverlookinn.com/rooms-rates/,6,New,,PMS: ResNexus | Booking URL: https://theoverlookinn.com/rooms-rates/ | Rooms: 6,34.7756321,
Bigfoot Ocoee Outfitters Lodge Room Three,bigfootoutfitters.com,http://www.bigfootoutfitters.com/,+1 423-225-5000,,FareHarbor,https://fareharbor.com/embeds/book/bigfootoutfitters/items/134776/calendar/?flow=149870Book%20online%20now!/a,,New,,PMS: FareHarbor | Booking URL: https://fareharbor.com/embeds/book/bigfootoutfitters/items/134776/calendar/?flow=149870Book%20online%20now!/a,35.1321782,
Pigeon Forge Parkway Inn,pigeonforgeparkwayinn.com,https://www.pigeonforgeparkwayinn.com/,+1 865-453-5568,info@pigeonforgeparkwayinn.com,ASI Web Reservations,https://reservation.asiwebres.com/SearchAvailability.aspx?id=dba5184292614d5f8c62291bbc1860bc,,New,,PMS: ASI Web Reservations | Booking URL: https://reservation.asiwebres.com/SearchAvailability.aspx?id=dba5184292614d5f8c62291bbc1860bc,35.7925154,
Kitchen @ Julep Farms,julep.farm,http://julep.farm/,+1 706-960-9600,info@julep.farm,Cloudbeds,https://hotels.cloudbeds.com/reservation/JWIpVX#room_type=BOA,,New,,PMS: Cloudbeds | Booking URL: https://hotels.cloudbeds.com/reservation/JWIpVX#room_type=BOA,34.983673,
Cherry Blossom Cabin,easttnvacarentals.com,http://www.easttnvacarentals.com/,+1 865-717-0185,info@easttnvacarentals.com,Hostaway,https://bookingenginecdn.hostaway.com/account/attachment/48409-Mj0syXZf94Fcm--Yjg7H--vQT--Zwx5WtbcdJR-MNs8uqI-64ee2209cbe37?width=300&quality=70&format=webp&v=2,,New,,PMS: Hostaway | Booking URL: https://bookingenginecdn.hostaway.com/account/attachment/48409-Mj0syXZf94Fcm--Yjg7H--vQT--Zwx5WtbcdJR-MNs8uqI-64ee2209cbe37?width=300&quality=70&format=webp&v=2,35.9060223,
Mountain Vista Inn & Suites,mountainvistainn.com,https://www.mountainvistainn.com/,+1 865-365-4031,,ASI Web Reservations,tel:+18653654031,4,New,,PMS: ASI Web Reservations | Booking URL: tel:+18653654031 | Rooms: 4,35.8040165,
Dollywood's HeartSong Lodge & Resort,dollywood.com,https://www.dollywood.com/heartsong/?utm_source=local&utm_medium=organic&utm_campaign=website_link,+1 800-365-5996,,SynXis / TravelClick,https://be.synxis.com/?Hotel=40549,302,New,,PMS: SynXis / TravelClick | Booking URL: https://be.synxis.com/?Hotel=40549 | Rooms: 302,35.8138171,
The Perch on Main,theperchblueridgesuites.com,https://theperchblueridgesuites.com/,+1 866-618-2521,reservations@escapetoblueridge.com,Streamline,https://www.escapetoblueridge.com/cabins/perch-1/,,New,,PMS: Streamline | Booking URL: https://www.escapetoblueridge.com/cabins/perch-1/,34.8671024,
Bigfoot Ocoee Outfitters Lodge Room One,bigfootoutfitters.com,http://www.bigfootoutfitters.com/,+1 423-225-5000,,FareHarbor,https://fareharbor.com/embeds/api/v1/,,New,,PMS: FareHarbor | Booking URL: https://fareharbor.com/embeds/api/v1/,35.1321494,
Hiwassee Acres,hiwasseeacres.com,http://hiwasseeacres.com/,+1 423-829-1333,HiwasseeAcresResort@gmail.com,ResNexus,https://resnexus.com/resnexus/reservations/book/CE300AA8-5C77-4A18-A7BD-72968456FFE8/GiftCertificates,,New,,PMS: ResNexus | Booking URL: https://resnexus.com/resnexus/reservations/book/CE300AA8-5C77-4A18-A7BD-72968456FFE8/GiftCertificates,35.2583627,
The Holiday Cottage,booktheholidaycottage.com,https://www.booktheholidaycottage.com/,+1 407-581-3455,bookings@booktheholidaycottage.com,SiteMinder,https://direct-book.com/properties/TheHolidayCottagedirect,,New,,PMS: SiteMinder | Booking URL: https://direct-book.com/properties/TheHolidayCottagedirect,34.8367421,
Mountain Harbor Inn Resort,mountainharborinn.com,https://mountainharborinn.com/,+1 865-397-1313,,ThinkReservations,https://secure.thinkreservations.com/mountainharborinn/gift-certificates,,New,,PMS: ThinkReservations | Booking URL: https://secure.thinkreservations.com/mountainharborinn/gift-certificates,35.9781163,
Blue Mountain Mist Country Inn and Cottages,bluemountainmist.com,http://www.bluemountainmist.com/,+1 865-428-2335,relaxed@bluemountainmist.com,RezStream,https://blue-mountain-mist.resos.com/booking,,New,,PMS: RezStream | Booking URL: https://blue-mountain-mist.resos.com/booking,35.8237853,
Big Kahuna River Lodge,bigkahunariverlodge.com,https://bigkahunariverlodge.com/,+1 321-960-6430,airdownyourtires@gmail.com,Hospitable,https://booking.hospitable.com/widget/9bf2267c-8676-4bf2-91e0-839e21c88565/1382338,,New,,PMS: Hospitable | Booking URL: https://booking.hospitable.com/widget/9bf2267c-8676-4bf2-91e0-839e21c88565/1382338,34.9032405,
Sunrise Ridge Resort,tophotelreservations.com,https://www.tophotelreservations.com/sunrise-ridge-resort?utm_source=yext&utm_medium=organic&utm_campaign=srs-yext-listing&utm_content=yext-listing_website_url,+1 865-908-6040,hotel.reservations@hgv.com,SynXis / TravelClick,https://www.tophotelreservations.com/sunrise-ridge-resort/book/modify-booking?_gl=1*17ki1ke*,,New,,PMS: SynXis / TravelClick | Booking URL: https://www.tophotelreservations.com/sunrise-ridge-resort/book/modify-booking?_gl=1*17ki1ke*,35.80549240000001,
Little Valley Mountain Resort,littlevalleymountainresort.com,http://littlevalleymountainresort.com/,+1 800-581-7225,,unknown_booking_api,https://img.bookonthebrightside.com/littlevalley/small/17785.jpg,,New,,PMS: unknown_booking_api | Booking URL: https://img.bookonthebrightside.com/littlevalley/small/17785.jpg,35.770968,
Table View Farms,thetableview.com,https://thetableview.com/,18643970875,,unknown_booking_api,https://thetableview.com/the-homestead-cottages/,,New,,PMS: unknown_booking_api | Booking URL: https://thetableview.com/the-homestead-cottages/,35.0119162,
Hidden Mountain Resort,hiddenmountain.com,https://www.hiddenmountain.com/,+1 865-453-9850,info@hiddenmountain.com,unknown_booking_api,https://reservations.hiddenmountain.com/owner,,New,,PMS: unknown_booking_api | Booking URL: https://reservations.hiddenmountain.com/owner,35.8292139,
New Hotel Collection Smoky Mountains,newhotelcollection.com,https://www.newhotelcollection.com/centralhotel.php,+1 865-868-9800,centralhotel@newhotelcollection.com,SiteMinder,https://www.newhotelcollection.com/index.html,,New,,PMS: SiteMinder | Booking URL: https://www.newhotelcollection.com/index.html,35.8684234,
Yeti-Cabin,bigfootoutfitters.com,https://www.bigfootoutfitters.com/,+1 423-225-5000,,FareHarbor,https://fareharbor.com/embeds/book/bigfootoutfitters/items/134776/calendar/?flow=149870Book%20online%20now!/a,,New,,PMS: FareHarbor | Booking URL: https://fareharbor.com/embeds/book/bigfootoutfitters/items/134776/calendar/?flow=149870Book%20online%20now!/a,35.131802,
Fernbrook Treehouse,maggievalleyrentalhomes.com,https://maggievalleyrentalhomes.com/property/fernbrook-treehouse,+1 954-540-4737,,Hospitable,https://maggievalleyrentalhomes.com/property/fernbrook-treehouse#availability,,New,,PMS: Hospitable | Booking URL: https://maggievalleyrentalhomes.com/property/fernbrook-treehouse#availability,35.5042709,
Creekwalk Inn Bed and Breakfast at Whisperwood Farm,creekwalkinn.com,http://creekwalkinn.com/,+1 423-487-4000,stay@creekwalkinn.com,ThinkReservations,https://www.thinkreservations.com/,,New,,PMS: ThinkReservations | Booking URL: https://www.thinkreservations.com/,35.8675003,
Motorcycle Inn,motorcycleinn.com,http://www.motorcycleinn.com/,+1 865-225-1719,restyourengine@motorcycleinn.com,unknown_booking_api,https://booking.hotelkeyapp.com/v2/index.html,,New,,PMS: unknown_booking_api | Booking URL: https://booking.hotelkeyapp.com/v2/index.html,35.9797606,
Blue Ridge Bungalow,timberroot.com,https://timberroot.com/818396/?utm_medium=Blue%20Ridge_Weblink&utm_source=Google%20Business,4232515287,,Streamline,https://timberroot.com/rental/canton-nc/lost-cove-lodge/,,New,,PMS: Streamline | Booking URL: https://timberroot.com/rental/canton-nc/lost-cove-lodge/,35.4224851,
Willow Brook Lodge,willowbrooklodge.com,http://www.willowbrooklodge.com/,+1 865-453-5334,,IQWebBook,https://us01.iqwebbook.com/WBLTN925/,,New,,PMS: IQWebBook | Booking URL: https://us01.iqwebbook.com/WBLTN925/,35.7957523,
"Smoky Mountain Lake, LLC",smokymountainlake.com,https://www.smokymountainlake.com/,+1 865-428-0467,,ReservationKey,https://smokymountainlake.com/checkout/,,New,,PMS: ReservationKey | Booking URL: https://smokymountainlake.com/checkout/,35.9424765,
Timbers Lodge Pigeon Forge,timberslodgepigeonforge.com,https://timberslodgepigeonforge.com/,+1 865-428-5216,,ASI Web Reservations,https://reservation.asiwebres.com/v2/app_themes/default/js/DateValidation.js,,New,,PMS: ASI Web Reservations | Booking URL: https://reservation.asiwebres.com/v2/app_themes/default/js/DateValidation.js,35.8048683,
Arbors at Island Landing Hotel & Suites Pigeon Forge,arborshotel.com,http://www.arborshotel.com/,+1 865-428-4545,hello@arborshotel.com,ASI Web Reservations,https://reservation.asiwebres.com/v5/RoomAvailability.aspx?id=d5bc39957e8247e2be969152fc0f7693,,New,,PMS: ASI Web Reservations | Booking URL: https://reservation.asiwebres.com/v5/RoomAvailability.aspx?id=d5bc39957e8247e2be969152fc0f7693,35.8003781,
Cozy Studio at the Strand,121wall.com,https://121wall.com/,+1 828-564-8111,,Cloudbeds,https://hotels.cloudbeds.com/en/reservation/6EfuQ5/?currency=usd&fbclid=PARlRTSAOK9LtleHRuA2FlbQIxMQBzcnRjBmFwcF9pZA8xMjQwMjQ1NzQyODc0MTQAAaf2wWJZReGGKPC2AWDgIGRwFJ4tJZrFnhw9xMh1Q3hcoV9TNInuWEyBB4v9rw_aem_nE0Dc3sMEjLKQD7DirsP8g,,New,,PMS: Cloudbeds | Booking URL: https://hotels.cloudbeds.com/en/reservation/6EfuQ5/?currency=usd&fbclid=PARlRTSAOK9LtleHRuA2FlbQIxMQBzcnRjBmFwcF9pZA8xMjQwMjQ1NzQyODc0MTQAAaf2wWJZReGGKPC2AWDgIGRwFJ4tJZrFnhw9xMh1Q3hcoV9TNInuWEyBB4v9rw_aem_nE0Dc3sMEjLKQD7DirsP8g,35.4899423,
Whiskey Mountain Lodge- Cove Mountain Resort,maplesridge.com,https://www.maplesridge.com/property/whiskey-mountain-lodge-24/,8659088970,,unknown_booking_api,https://img.bookonthebrightside.com/maplesridge/large/7214.jpg,12,New,,PMS: unknown_booking_api | Booking URL: https://img.bookonthebrightside.com/maplesridge/large/7214.jpg | Rooms: 12,35.7120081,
Wildwood Acres Cabin Rentals,wildwoodmountain.com,http://www.wildwoodmountain.com/,+1 800-423-2030,,FreeToBook,https://wildwoodmountain.com/booking/,,New,,PMS: FreeToBook | Booking URL: https://wildwoodmountain.com/booking/,35.7939909,
Redwood Lodge,brysoncitycabinrentals.com,http://brysoncitycabinrentals.com/,+1 828-736-7374,reservations@brysoncitycabinrentals.com,unknown_booking_api,https://reservations.liverez.com/LiveScore/Data/GetPropertyManagerRatingsBlock?callback=jQuery331019566628296101907_1767632680361&AuthToken=2d239c00-65c2-4cb2-95a6-4999074e8683&adminCustDataID=12834&dynSiteID=874&_=1767632680362,,New,,PMS: unknown_booking_api | Booking URL: https://reservations.liverez.com/LiveScore/Data/GetPropertyManagerRatingsBlock?callback=jQuery331019566628296101907_1767632680361&AuthToken=2d239c00-65c2-4cb2-95a6-4999074e8683&adminCustDataID=12834&dynSiteID=874&_=1767632680362,35.4449982,
Cardinal Inn,maggievalleycardinalinn.com,http://www.maggievalleycardinalinn.com/,+1 828-926-0422,,SiteMinder,https://direct-book.com/properties/cardinalinndirect,,New,,PMS: SiteMinder | Booking URL: https://direct-book.com/properties/cardinalinndirect,35.517154,
Calhoun House Inn & Suites,calhounhouse.com,http://www.calhounhouse.com/,+1 828-788-0505,Ed@CalhounHouse.com,ResNexus,https://resnexus.com/resnexus/reservations/book/C9E1CAFB-420D-46FD-84AB-D92E3D47B95E,,New,,PMS: ResNexus | Booking URL: https://resnexus.com/resnexus/reservations/book/C9E1CAFB-420D-46FD-84AB-D92E3D47B95E,35.4313727,
Hot Springs Treehouse Cabins,hotspringstreehousecabins.com,http://www.hotspringstreehousecabins.com/,,info@hotspringstreehousecabinsNC.com,Lodgify,https://checkout.lodgify.com/en/jennifer-knowles/277104/reservation?currency=USD,,New,,PMS: Lodgify | Booking URL: https://checkout.lodgify.com/en/jennifer-knowles/277104/reservation?currency=USD,35.8839911,
The Lodge at Smoky Cove,smokycovelodge.com,https://www.smokycovelodge.com/,+1 828-631-2531,info@smokycovelodge.com,unknown_booking_api,https://secure.guestroomgenie.com/plugins/reservation/reservation.js,,New,,PMS: unknown_booking_api | Booking URL: https://secure.guestroomgenie.com/plugins/reservation/reservation.js,35.417521,
Hot Springs Log Cabins,hotspringslogcabins.com,https://hotspringslogcabins.com/,,stay@hotspringslogcabins.com,unknown_booking_api,https://secure.ownerreservations.com/widget.js,,New,,PMS: unknown_booking_api | Booking URL: https://secure.ownerreservations.com/widget.js,35.8419639,
Bigfoot Ocoee Outfitters,bigfootoutfitters.com,https://bigfootoutfitters.com/,+1 423-225-5000,,FareHarbor,https://fareharbor.com/embeds/book/bigfootoutfitters/items/134776/calendar/?flow=149870Book%20online%20now!/a,,New,,PMS: FareHarbor | Booking URL: https://fareharbor.com/embeds/book/bigfootoutfitters/items/134776/calendar/?flow=149870Book%20online%20now!/a,35.131053,
Above the Rest Luxury Cabins,abovetherestcabins.com,http://www.abovetherestcabins.com/,+1 706-374-2057,,unknown_booking_api,https://reservations.liverez.com/LiveScore/Data/GetPropertyManagerRatingsBlock?callback=jQuery33101743418671480057_1767632756031&AuthToken=2d239c00-65c2-4cb2-95a6-4999074e8683&adminCustDataID=13963&dynSiteID=2145&_=1767632756032,,New,,PMS: unknown_booking_api | Booking URL: https://reservations.liverez.com/LiveScore/Data/GetPropertyManagerRatingsBlock?callback=jQuery33101743418671480057_1767632756031&AuthToken=2d239c00-65c2-4cb2-95a6-4999074e8683&adminCustDataID=13963&dynSiteID=2145&_=1767632756032,34.9141008,
Brasstown Valley Resort & Spa,brasstownvalley.com,http://www.brasstownvalley.com/,+1 706-379-9900,,unknown_booking_api,https://reservations.brasstownvalley.com/,,New,,PMS: unknown_booking_api | Booking URL: https://reservations.brasstownvalley.com/,34.9526699,
Enota Mountain Retreat,enota.com,http://www.enota.com,+1 706-896-9966,ENOTA@ENOTA.COM,RezStream,https://www.rezstream.com/,,New,,PMS: RezStream | Booking URL: https://www.rezstream.com/,34.837864,
Blood Mountain Cabins,bloodmountain.com,http://www.bloodmountain.com/,+1 706-745-9454,Info@BloodMountain.com,unknown_booking_api,"https://static.wixstatic.com/media/b75f55_e4d15cc566f34ca9974fbfeda8d66cba~mv2.png/v1/fill/w_34,h_33,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/facebook.png",,New,,"PMS: unknown_booking_api | Booking URL: https://static.wixstatic.com/media/b75f55_e4d15cc566f34ca9974fbfeda8d66cba~mv2.png/v1/fill/w_34,h_33,al_c,q_85,usm_0.66_1.00_0.01,enc_avif,quality_auto/facebook.png",34.7328212,
The Ridges Resort on Lake Chatuge,theridgesresort.com,https://theridgesresort.com/,+1 706-896-2262,info@theridgesresort.com,SynXis / TravelClick,https://bookings.travelclick.com/111848?_gl=1*xs38zg*_gcl_au*MTM0Njk3MTgyLjE3Mzg2OTc4NjY.*_ga*MjAzMTI1ODcxNy4xNzEzODgzMTU0*_ga_Z4D71J8CVF*MTczODc3MjcxNS45NC4xLjE3Mzg3NzY2MTkuNDguMC4w#/guestsandrooms,,New,,PMS: SynXis / TravelClick | Booking URL: https://bookings.travelclick.com/111848?_gl=1*xs38zg*_gcl_au*MTM0Njk3MTgyLjE3Mzg2OTc4NjY.*_ga*MjAzMTI1ODcxNy4xNzEzODgzMTU0*_ga_Z4D71J8CVF*MTczODc3MjcxNS45NC4xLjE3Mzg3NzY2MTkuNDguMC4w#/guestsandrooms,34.971169,
"Paradise Hills, Winery Resort & Spa",paradisehillsga.com,http://www.paradisehillsga.com/,+1 706-745-7483,info@paradisehillsga.com,ResNexus,https://resnexus.com/resnexus/reservations/book/017A1C1E-3D71-48DF-BA5F-A564A787F7F0,,New,,PMS: ResNexus | Booking URL: https://resnexus.com/resnexus/reservations/book/017A1C1E-3D71-48DF-BA5F-A564A787F7F0,34.8282831,
Brasstown Valley Resort Dining,brasstownvalley.com,http://www.brasstownvalley.com/dining/,+1 706-379-4617,,unknown_booking_api,https://reservations.brasstownvalley.com/,,New,,PMS: unknown_booking_api | Booking URL: https://reservations.brasstownvalley.com/,34.952816,
Sugarboo Farms,sugarboofarms.com,http://www.sugarboofarms.com/,+1 404-932-0572,,Lodgify,https://sugarboofarms.lodgify.com/en/booknow,,New,,PMS: Lodgify | Booking URL: https://sugarboofarms.lodgify.com/en/booknow,34.8701995,
