Name,Company Domain Name,Website URL,Phone Number,Email,PMS,Booking URL,Number of Rooms,Lead Status,Existing Customer in Area,Description,Latitude,Longitude
Thunderbird Beach Motel,thunderbirdmoteloc.com,https://thunderbirdmoteloc.com/,+1 410-289-8136,,IB Strategies,https://secure.ibstrategies.com/cgi-bin/hrs/step1.pl?&propertyID=tbird&groupID=purnell&show_group=1&aID=10&marketID=ocmd,,New,,PMS: IB Strategies | Booking URL: https://secure.ibstrategies.com/cgi-bin/hrs/step1.pl?&propertyID=tbird&groupID=purnell&show_group=1&aID=10&marketID=ocmd,38.3599266,
Lokal Hotel - Cape May,staylokal.com,https://staylokal.com/cape-may-micro-resort/,+1 609-536-9157,,Cloudbeds,https://hotels.cloudbeds.com/widget/iFrameResizer,,New,,PMS: Cloudbeds | Booking URL: https://hotels.cloudbeds.com/widget/iFrameResizer,38.931124,
Cara Mara Resort,caramara.com,http://caramara.com/,+1 609-522-6951,,InnRoad,https://caramararesort.client.innroad.com,,New,,PMS: InnRoad | Booking URL: https://caramararesort.client.innroad.com,38.9718558,
Anchor Inn,anchorinnhotel.com,https://www.anchorinnhotel.com/?utm_medium=organic&utm_source=google&utm_campaign=business-listing,+1 757-336-6400,staymbh@gmail.com,SiteMinder,https://app.thebookingbutton.com/properties/st137anchorinndirect,,New,,PMS: SiteMinder | Booking URL: https://app.thebookingbutton.com/properties/st137anchorinndirect,37.9308204,
Birchwood Motel,mybirchwoodmotel.com,http://www.mybirchwoodmotel.com/,+1 757-336-6133,,ASI Web Reservations,https://reservation.asiwebres.com/SearchAvailability.aspx?id=06bfba2c3e7a44c5b4bbd474d2f7901c,,New,,PMS: ASI Web Reservations | Booking URL: https://reservation.asiwebres.com/SearchAvailability.aspx?id=06bfba2c3e7a44c5b4bbd474d2f7901c,37.9270724,
Waikiki Oceanfront Resort,waikikiinn.com,http://www.waikikiinn.com/,+1 609-522-0115,,ThinkReservations,https://secure.thinkreservations.com/waikikiinn/reservations,,New,,PMS: ThinkReservations | Booking URL: https://secure.thinkreservations.com/waikikiinn/reservations,38.97383480000001,
Eden Roc Motel,ocedenroc.com,http://www.ocedenroc.com/,+1 410-289-6022,,IQWebBook,https://us01.iqwebbook.com/ERMD517/,,New,,PMS: IQWebBook | Booking URL: https://us01.iqwebbook.com/ERMD517/,38.349702,
Riviera Resort & Suites,rivierawildwood.com,http://www.rivierawildwood.com/,+1 609-522-5353,Riviera@StayInWildwood.com,InnRoad,https://rivieraresortandsuites.client.innroad.com,,New,,PMS: InnRoad | Booking URL: https://rivieraresortandsuites.client.innroad.com,38.985142,
Monte Carlo Boardwalk Hotel,montecarlooc.com,https://www.montecarlooc.com/monte-carlo-boardwalk.htm,+1 410-289-7145,hotel@montecarlooc.com,Cloudbeds,https://montecarlo.cloudbeds.com/,,New,,PMS: Cloudbeds | Booking URL: https://montecarlo.cloudbeds.com/,38.3412157,
Mahalo Cape May,mahaloresorts.com,https://mahaloresorts.com/mahalo-cape-may/?utm_source=local&utm_medium=organic&utm_campaign=website_link,+1 609-884-4727,,Windsurfer CRS,https://res.windsurfercrs.com/ibe/index.aspx?propertyID=17218&nono=1&_ga=2.71416915.1913499015.1680542674-726401324.1678830984,,New,,PMS: Windsurfer CRS | Booking URL: https://res.windsurfercrs.com/ibe/index.aspx?propertyID=17218&nono=1&_ga=2.71416915.1913499015.1680542674-726401324.1678830984,38.9319647,
Ocean Mecca Motel,oceanmeccamotel.com,http://www.oceanmeccamotel.com/,+1 410-289-6133,,IQWebBook,https://us01.iqwebbook.com/FTBIMD650/,,New,,PMS: IQWebBook | Booking URL: https://us01.iqwebbook.com/FTBIMD650/,38.3523836,
Eden Roc oceanfront,ocedenroc.com,http://ocedenroc.com/,+1 410-289-6022,,IQWebBook,https://us01.iqwebbook.com/ERMD517/,,New,,PMS: IQWebBook | Booking URL: https://us01.iqwebbook.com/ERMD517/,38.3496923,
El Coronado Resort,elcoronado.com,http://www.elcoronado.com/,+1 609-729-1000,,ASI Web Reservations,https://reservation.asiwebres.com/app_themes/default/js/DateValidation.js,,New,,PMS: ASI Web Reservations | Booking URL: https://reservation.asiwebres.com/app_themes/default/js/DateValidation.js,38.9628619,
Prettyman Manor,barefootmailman.com,https://barefootmailman.com/,+1 410-822-2834,info@barefootmailman.com,Cloudbeds,https://hotels.cloudbeds.com/reservation/PlacLz,,New,,PMS: Cloudbeds | Booking URL: https://hotels.cloudbeds.com/reservation/PlacLz,38.749554,
Fish Tales Boardwalk Inn,fishtalesboardwalkinn.com,http://www.fishtalesboardwalkinn.com/,+1 410-289-6133,,IQWebBook,https://us01.iqwebbook.com/FTBIMD650/,,New,,PMS: IQWebBook | Booking URL: https://us01.iqwebbook.com/FTBIMD650/,38.3523836,
Sahara Motel,saharamotel.com,http://www.saharamotel.com/,+1 410-289-8101,,IQWebBook,https://us01.iqwebbook.com/TSMMD102/Integration/Search,,New,,PMS: IQWebBook | Booking URL: https://us01.iqwebbook.com/TSMMD102/Integration/Search,38.3486687,
Beach Plum Farm,beachplumfarmcapemay.com,https://beachplumfarmcapemay.com/,+1 609-459-0121,Reservations@CapeResorts.com,SynXis / TravelClick,https://be.synxis.com/?chain=30652&hotel=5167&promo=EBBITT&arrive=7/29/2025&nights=2&adult=2&,,New,,PMS: SynXis / TravelClick | Booking URL: https://be.synxis.com/?chain=30652&hotel=5167&promo=EBBITT&arrive=7/29/2025&nights=2&adult=2&,38.9425232,
Starlux Hotel,thestarlux.com,http://thestarlux.com/,+1 609-522-7412,,Morey's Piers,https://irm.moreyspiers.com/irmng/index.html?resort=05&newsession=true,,New,,PMS: Morey's Piers | Booking URL: https://irm.moreyspiers.com/irmng/index.html?resort=05&newsession=true,38.9812472,
Madison Beach Bayside,madisonbeachoc.com,http://madisonbeachoc.com/,+1 410-289-6282,MADISONBEACH@OCROOMS.COM,SynXis / TravelClick,https://reservations.travelclick.com/9879407?HotelId=9879407&=1&roomtypeid=547656&_gl=1*1xgddsr*,,New,,PMS: SynXis / TravelClick | Booking URL: https://reservations.travelclick.com/9879407?HotelId=9879407&=1&roomtypeid=547656&_gl=1*1xgddsr*,38.332091,
Commander-By-The-Sea-Motel,commandermotel.com,http://www.commandermotel.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=15029570194787035770,+1 609-522-2802,info@commandermotel.com,InnRoad,https://commandermotel.client.innroad.com/,,New,,PMS: InnRoad | Booking URL: https://commandermotel.client.innroad.com/,38.9613889,
Tidewater House,tidewaterinn.com,https://tidewaterinn.com/hotel/tidewater-house,4108221300,lcatterton@tidewaterinn.com,SynXis / TravelClick,https://be.synxis.com/?hotel=26690&chain=10269,,New,,PMS: SynXis / TravelClick | Booking URL: https://be.synxis.com/?hotel=26690&chain=10269,38.7737492,
The Inn at the Chesapeake Bay Beach Club & Spa,baybeachclub.com,http://www.baybeachclub.com/the-inn,+1 410-604-5900,,Reseze,https://www.reseze.net/servlet/WebresShowAvailable?hotelid=1463&numberRooms=1&roomType=any&buildingCode=any&arrivalDate=&arrivalMonth=&arrivalDay=&arrivalYear=&departureDate=&promo=&groupId=&rateCode=,,New,,PMS: Reseze | Booking URL: https://www.reseze.net/servlet/WebresShowAvailable?hotelid=1463&numberRooms=1&roomType=any&buildingCode=any&arrivalDate=&arrivalMonth=&arrivalDay=&arrivalYear=&departureDate=&promo=&groupId=&rateCode=,38.9790241,
Idle Hour,ashoreresortoceancity.com,https://ashoreresortoceancity.com/,+1 301-377-4420,,Windsurfer CRS,https://res.windsurfercrs.com/ibe/index.aspx?propertyID=17056,,New,,PMS: Windsurfer CRS | Booking URL: https://res.windsurfercrs.com/ibe/index.aspx?propertyID=17056,37.9939118,
The Kimberly,beachwalkhotel.com,https://beachwalkhotel.com/,4433734154,info@beachwalkhotel.com,IQWebBook,https://us01.iqwebbook.com/BWHMD465/,,New,,PMS: IQWebBook | Booking URL: https://us01.iqwebbook.com/BWHMD465/,38.6784849,
Americana Motor Inn Oceanfront,theamericanahotel.com,https://theamericanahotel.com/,+1 410-289-6117,,IQWebBook,https://us01.iqwebbook.com/AHMD268/~/?check-in-date=&check-out-date=,,New,,PMS: IQWebBook | Booking URL: https://us01.iqwebbook.com/AHMD268/~/?check-in-date=&check-out-date=,38.3368489,
The Wildset Hotel,thewildset.com,http://www.thewildset.com/,+1 410-745-8004,,SynXis / TravelClick,https://reservations.travelclick.com/113731,,New,,PMS: SynXis / TravelClick | Booking URL: https://reservations.travelclick.com/113731,38.7877106,
Knapp’s Narrows Marina & Inn,knappsnarrowsmarina.com,https://knappsnarrowsmarina.com/,+1 410-886-2720,info@knappsnarrowsmarina.com,ResNexus,https://resnexus.com/resnexus/reservations/book/40023AAD-6DF3-46DC-B04F-0F2058F3C5BE?&tabID=1,,New,,PMS: ResNexus | Booking URL: https://resnexus.com/resnexus/reservations/book/40023AAD-6DF3-46DC-B04F-0F2058F3C5BE?&tabID=1,38.7211761,
Williamsburg inn,colonialwilliamsburg.org,https://www.colonialwilliamsburg.org/stay-play/accommodations/williamsburg-inn/,8552331437,,SynXis / TravelClick,https://reservations.travelclick.com/6708,,New,,PMS: SynXis / TravelClick | Booking URL: https://reservations.travelclick.com/6708,38.1887762,
Ocean city hotel,ochotelgroup.com,https://ochotelgroup.com/,4433734154,,IQWebBook,https://us01.iqwebbook.com/BWHMD465/,,New,,PMS: IQWebBook | Booking URL: https://us01.iqwebbook.com/BWHMD465/,38.3350332,
Savannah Inn,savannahinnlewes.com,http://www.savannahinnlewes.com/,+1 302-645-0330,,ResNexus,https://resnexus.com/resnexus/reservations/book/63573F28-CA5F-412C-90FA-7A819F99E8C6?_ga=2.12953970.450896201.1652224211-1821374255.1652224211,,New,,PMS: ResNexus | Booking URL: https://resnexus.com/resnexus/reservations/book/63573F28-CA5F-412C-90FA-7A819F99E8C6?_ga=2.12953970.450896201.1652224211-1821374255.1652224211,38.7731172,
The Barefoot Mailman,barefootmailman.com,http://www.barefootmailman.com/,+1 410-289-5343,info@barefootmailman.com,Cloudbeds,https://hotels.cloudbeds.com/reservation/PlacLz,,New,,PMS: Cloudbeds | Booking URL: https://hotels.cloudbeds.com/reservation/PlacLz,38.3632096,
Dunes Court,dunescourtoc.com,https://dunescourtoc.com/,+1 410-289-2277,info@dunescourtoc.com,SynXis / TravelClick,https://reservations.travelclick.com/115288#/guestsandrooms,,New,,PMS: SynXis / TravelClick | Booking URL: https://reservations.travelclick.com/115288#/guestsandrooms,38.3561158,
The Kemp House,oldbrickinn.com,http://www.oldbrickinn.com/,+1 410-745-3323,innkeepers@oldbrickinn.com,ResNexus,https://resnexus.com/resnexus/reservations/book/6D174A28-A6C3-4065-9E66-1468B0265ECD,,New,,PMS: ResNexus | Booking URL: https://resnexus.com/resnexus/reservations/book/6D174A28-A6C3-4065-9E66-1468B0265ECD,38.7825855,
Saratoga Inn & Resort,saratogawildwood.com,https://www.saratogawildwood.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=12034357663311492962,+1 609-522-7712,,ASI Web Reservations,https://reservation.asiwebres.com/SearchAvailability.aspx?id=f1a6a551982a4ff3952878cf2caa3caf,,New,,PMS: ASI Web Reservations | Booking URL: https://reservation.asiwebres.com/SearchAvailability.aspx?id=f1a6a551982a4ff3952878cf2caa3caf,38.9675418,
Seaport Inn,seaportstays.com,https://seaportstays.com/,+1 609-899-0899,,InnRoad,https://seaportoasis.com/,,New,,PMS: InnRoad | Booking URL: https://seaportoasis.com/,39.0011524,
The Retreat at King Cole Farm,retreatatkingcolefarm.com,https://retreatatkingcolefarm.com/,+1 302-677-1730,retreat@kingcolefarm.com,RMS Cloud,https://bookings13.rmscloud.com/Search/Index/5DBF04509671A266/90/,,New,,PMS: RMS Cloud | Booking URL: https://bookings13.rmscloud.com/Search/Index/5DBF04509671A266/90/,39.1327967,
Sea Crest Inn,seacrestinn.com,http://www.seacrestinn.com/,+1 609-884-4561,seacrestinncapemay@hotmail.com,ThinkReservations,https://secure.thinkreservations.com/seacrestinn/reservations,,New,,PMS: ThinkReservations | Booking URL: https://secure.thinkreservations.com/seacrestinn/reservations,38.9305856,
Bristol Plaza Oceanfront Resort Motel,bristolplazamotel.com,http://www.bristolplazamotel.com/,+1 609-729-1234,info@bristolplazamotel.com,ThinkReservations,https://secure.thinkreservations.com/bristolplazamotel/reservations,,New,,PMS: ThinkReservations | Booking URL: https://secure.thinkreservations.com/bristolplazamotel/reservations,38.9727516,
Royal Canadian Motel,royalcanadianresort.com,http://www.royalcanadianresort.com/,+1 609-522-0950,,Cloudbeds,https://hotels.cloudbeds.com/widget/load/ZPdwRa/float?newWindow=1,,New,,PMS: Cloudbeds | Booking URL: https://hotels.cloudbeds.com/widget/load/ZPdwRa/float?newWindow=1,38.9890838,
John Wesley Inn Bed and Breakfast,johnwesleyinn.com,http://www.johnwesleyinn.com/,+1 609-884-1012,info@johnwesleyinn.com,RezStream,https://guest.rezstream.com/search/john-wesley-inn,,New,,PMS: RezStream | Booking URL: https://guest.rezstream.com/search/john-wesley-inn,38.9316267,
Bedford Inn,bedfordinn.com,http://www.bedfordinn.com/,+1 609-884-4158,info@bedfordinn.com,ThinkReservations,https://secure.thinkreservations.com/bedfordinn/reservations,,New,,PMS: ThinkReservations | Booking URL: https://secure.thinkreservations.com/bedfordinn/reservations,38.9318651,
VACATION,ococean.com,https://www.ococean.com/stay/,+1 410-520-0003,ask@ococean.com,BookDirect,https://ococean.bookdirect.net/,,New,,PMS: BookDirect | Booking URL: https://ococean.bookdirect.net/,38.36220470000001,
Blue Palms,bluepalmsresort.com,http://www.bluepalmsresort.com/,+1 609-522-0606,,Morey's Piers,https://irm.moreyspiers.com/irmng/index.html?resort=01&newsession=true,,New,,PMS: Morey's Piers | Booking URL: https://irm.moreyspiers.com/irmng/index.html?resort=01&newsession=true,38.9872681,
Whitehaven Hotel,whitehavenhotel.com,http://whitehavenhotel.com/,+1 410-603-2818,dotinwhitehaven@aol.com,ThinkReservations,https://secure.thinkreservations.com/whitehavenhotel/reservations,,New,,PMS: ThinkReservations | Booking URL: https://secure.thinkreservations.com/whitehavenhotel/reservations,38.2687706,
The Harrison,theharrisoninn.com,https://theharrisoninn.com/,+1 609-884-4948,,ResNexus,https://resnexus.com/resnexus/reservations/book/2B3BBBB1-DBCD-4695-A4AB-BF37AD6F8398/GiftCertificates?_gl=1*e3b72h*_ga*OTE3MjYwNzg4LjE2ODQ5NDE2MjM.*_ga_ZT25KRVJH9*MTY5MDIyMjUxMi4xMy4xLjE2OTAyMjI5MjcuNTkuMC4w*_ga_EHV4RRNK7J*MTY5MDIyMjUxMy40LjEuMTY5MDIyMjkyNy41OS4wLjA.,,New,,PMS: ResNexus | Booking URL: https://resnexus.com/resnexus/reservations/book/2B3BBBB1-DBCD-4695-A4AB-BF37AD6F8398/GiftCertificates?_gl=1*e3b72h*_ga*OTE3MjYwNzg4LjE2ODQ5NDE2MjM.*_ga_ZT25KRVJH9*MTY5MDIyMjUxMi4xMy4xLjE2OTAyMjI5MjcuNTkuMC4w*_ga_EHV4RRNK7J*MTY5MDIyMjUxMy40LjEuMTY5MDIyMjkyNy41OS4wLjA.,38.9321328,
Lighthouse Club Hotel,thehotelsatfagersisland.com,https://thehotelsatfagersisland.com/,+1 410-524-5400,,SiteMinder,https://thehotelsatfagersisland.com/booking,,New,,PMS: SiteMinder | Booking URL: https://thehotelsatfagersisland.com/booking,38.3810029,
Coastal Estate,coastalestatecmnj.com,http://coastalestatecmnj.com/,+1 856-531-1900,coastalestate@eclatinvestments.com,Cloudbeds,https://hotels.cloudbeds.com/reservation/Q10iQe,,New,,PMS: Cloudbeds | Booking URL: https://hotels.cloudbeds.com/reservation/Q10iQe,38.966541,
The Hugh Boutique B&B,thehughinn.com,http://www.thehughinn.com/,+1 609-435-5458,concierge@thehughinn.com,Cloudbeds,http://hotels.cloudbeds.com/reservation/hAEyjt,,New,,PMS: Cloudbeds | Booking URL: http://hotels.cloudbeds.com/reservation/hAEyjt,38.9345116,
The Shore House Hotel & Residences North Wildwood,stayshorehouse.com,http://www.stayshorehouse.com/,+1 609-602-1769,hello@stayshorehouse.com,Mews,https://app.mews.com/distributor/02935563-ec28-43c3-af95-aab100b767c5?_gl=1*1iv92z5*_gcl_au*MjEyNzY0MTk3LjE3MDcxNzIxNDk.*FPAU*MjEyNzY0MTk3LjE3MDcxNzIxNDk.*_ga*MTE5MTQzMDQ3My4xNzA3MTcyMTQ5*_ga_9F4B5TZL03*MTcxMjU4NzI5My4yNS4xLjE3MTI1ODcyOTkuMC4wLjE4MTk2MDU1OA..*_fplc*JTJCS3lwZGJCJTJCcFJTa0VaRHZmOUJXQXMlMkJNRmI4bDNUdVpkODdEQ21XOFglMkJWcWZ5V1p1UyUyQkxqM29VSEhKNDJnc2FxeEwlMkJPS2MzVzVKdkhJbUhla0ZueUR1NGR1OEM3b00lMkZkT3JUdTMyR3dWSzA0JTJGSVRVR0hWWEFYWGxTRzlyZyUzRCUzRA..,,New,,PMS: Mews | Booking URL: https://app.mews.com/distributor/02935563-ec28-43c3-af95-aab100b767c5?_gl=1*1iv92z5*_gcl_au*MjEyNzY0MTk3LjE3MDcxNzIxNDk.*FPAU*MjEyNzY0MTk3LjE3MDcxNzIxNDk.*_ga*MTE5MTQzMDQ3My4xNzA3MTcyMTQ5*_ga_9F4B5TZL03*MTcxMjU4NzI5My4yNS4xLjE3MTI1ODcyOTkuMC4wLjE4MTk2MDU1OA..*_fplc*JTJCS3lwZGJCJTJCcFJTa0VaRHZmOUJXQXMlMkJNRmI4bDNUdVpkODdEQ21XOFglMkJWcWZ5V1p1UyUyQkxqM29VSEhKNDJnc2FxeEwlMkJPS2MzVzVKdkhJbUhla0ZueUR1NGR1OEM3b00lMkZkT3JUdTMyR3dWSzA0JTJGSVRVR0hWWEFYWGxTRzlyZyUzRCUzRA..,38.9952911,
American Safari Motel,americansafarimotel.com,http://www.americansafarimotel.com/,+1 609-522-0157,,ASI Web Reservations,https://reservation.asiwebres.com/SearchAvailability.aspx?id=d91902e3968f44f1b980e22496e8e82c,,New,,PMS: ASI Web Reservations | Booking URL: https://reservation.asiwebres.com/SearchAvailability.aspx?id=d91902e3968f44f1b980e22496e8e82c,38.9770448,
Sandy Shores Hotel,sandyshoresresort.com,http://www.sandyshoresresort.com/,+1 609-522-7422,,WebRez,https://secure.webrez.com/hotel/2695,,New,,PMS: WebRez | Booking URL: https://secure.webrez.com/hotel/2695,38.9921775,
River House Inn - CLOSED,cypressriverinnandspa.com,https://cypressriverinnandspa.com/welcome-to-the-cypress-river-inn-spa,7652535391,info@cypressriverinnandspa.com,Cloudbeds,https://us2.cloudbeds.com/reservation/2CW1am,,New,,PMS: Cloudbeds | Booking URL: https://us2.cloudbeds.com/reservation/2CW1am,38.1778459,
Caprice Motel,isleofpalmsmotel.com,http://isleofpalmsmotel.com/Caprice/,+1 609-522-3845,capricemotel@aol.com,Cloudbeds,https://us2.cloudbeds.com/reservation/tq3w5A,,New,,PMS: Cloudbeds | Booking URL: https://us2.cloudbeds.com/reservation/tq3w5A,38.9837517,
Garden and Sea Inn Bed & Breakfast,gardenandseainn.com,https://gardenandseainn.com/,+1 757-824-4123,innkeeper@gardenandseainn.com,ThinkReservations,https://secure.thinkreservations.com/gardenandseainn/gift-certificates,,New,,PMS: ThinkReservations | Booking URL: https://secure.thinkreservations.com/gardenandseainn/gift-certificates,37.9805083,
Mainstay Inn Bed and Breakfast Cape May,mainstayinn.com,http://mainstayinn.com/,+1 609-884-8690,mainstayinn@comcast.net,ThinkReservations,https://secure.thinkreservations.com/mainstayinn/reservations,,New,,PMS: ThinkReservations | Booking URL: https://secure.thinkreservations.com/mainstayinn/reservations,38.932872,
Baywatch Inn at Franklin City,fskfamily.com,https://fskfamily.com/,+1 757-824-4114,,IQWebBook,"https://us01.iqwebbook.com/FSKFRNJ343/~/?rooms=[{%22adultsCount%22:1,%20%22childrenCount%22:0}]&_gl=1*afj3hu*_gcl_au*MTc3MjUxMjg0OC4xNzY2MDkyODg5",,New,,"PMS: IQWebBook | Booking URL: https://us01.iqwebbook.com/FSKFRNJ343/~/?rooms=[{%22adultsCount%22:1,%20%22childrenCount%22:0}]&_gl=1*afj3hu*_gcl_au*MTc3MjUxMjg0OC4xNzY2MDkyODg5",38.0082415,
Summer Nites,summernites.com,http://www.summernites.com/,+1 609-846-1955,,ThinkReservations,https://secure.thinkreservations.com/summernites/reservations,,New,,PMS: ThinkReservations | Booking URL: https://secure.thinkreservations.com/summernites/reservations,38.9945869,
Steve's Cottages,fskfamily.com,https://fskfamily.com/,+1 757-336-7474,,IQWebBook,"https://us01.iqwebbook.com/FSKFRNJ343/~/?rooms=[{%22adultsCount%22:1,%20%22childrenCount%22:0}]&_gl=1*i0wd08*_gcl_au*MTAwMjgyMDIwNS4xNzY2MDkyOTM0",,New,,"PMS: IQWebBook | Booking URL: https://us01.iqwebbook.com/FSKFRNJ343/~/?rooms=[{%22adultsCount%22:1,%20%22childrenCount%22:0}]&_gl=1*i0wd08*_gcl_au*MTAwMjgyMDIwNS4xNzY2MDkyOTM0",37.9369142,
Blue Top Cottages,theamericanahotel.com,https://theamericanahotel.com/,+1 410-213-0026,,IQWebBook,https://us01.iqwebbook.com/AHMD268/~/?check-in-date=&check-out-date=,,New,,PMS: IQWebBook | Booking URL: https://us01.iqwebbook.com/AHMD268/~/?check-in-date=&check-out-date=,38.3384675,
Surf Inn Suites,surfinnoc.com,https://surfinnoc.com/,+1 410-524-7100,,JEHS / iPMS,https://live.ipms247.com/booking/book-rooms-mallardapartments,,New,,PMS: JEHS / iPMS | Booking URL: https://live.ipms247.com/booking/book-rooms-mallardapartments,38.3924574,
Butlers Village,ococean.com,https://www.ococean.com/stay/,,,BookDirect,https://ococean.bookdirect.net/,,New,,PMS: BookDirect | Booking URL: https://ococean.bookdirect.net/,38.0697067,
Stardust Motel,stardustmotel.us,http://www.stardustmotel.us/,+1 609-522-1983,stardust@stayinwildwood.com,InnRoad,https://stardustmotel.client.innroad.com/,,New,,PMS: InnRoad | Booking URL: https://stardustmotel.client.innroad.com/,38.9854838,
Kokomo Suites,kokomosuites.com,https://www.kokomosuites.com/,+1 410-524-7300,KOKOMOSUITES@OCROOMS.COM,SynXis / TravelClick,https://reservations.travelclick.com/9879405?HotelId=9879405&languageid=1&rooms=1&adults=1&roomtypeid=547617&_gl=1*1se9qp3*,,New,,PMS: SynXis / TravelClick | Booking URL: https://reservations.travelclick.com/9879405?HotelId=9879405&languageid=1&rooms=1&adults=1&roomtypeid=547617&_gl=1*1se9qp3*,38.3940104,
Surfcomber Motel,surfcombernj.com,http://www.surfcombernj.com/,+1 609-522-2267,Esurfcombernj@gmail.com,SiteMinder,https://direct-book.com/properties/surfcombermotel?locale=en&referrer=canvas,,New,,PMS: SiteMinder | Booking URL: https://direct-book.com/properties/surfcombermotel?locale=en&referrer=canvas,38.9818496,
The Blue Turtle,castleinthesand.com,https://castleinthesand.com/,+1 410-449-0305,info@castleinthesand.com,Cloudbeds,https://hotels.cloudbeds.com/en/reservation/vzS3IV?currency=usd,,New,,PMS: Cloudbeds | Booking URL: https://hotels.cloudbeds.com/en/reservation/vzS3IV?currency=usd,38.3808224,
Sea Ray Motel,seabonayoc.com,https://seabonayoc.com/,+1 609-729-0212,info@dunessuitesoc.com,SynXis / TravelClick,https://reservations.travelclick.com/109137,,New,,PMS: SynXis / TravelClick | Booking URL: https://reservations.travelclick.com/109137,38.979915,
Showboat Resort Atlantic City,showboathotelac.com,https://www.showboathotelac.com/?utm_source=google&utm_medium=organic&utm_campaign=business_listing,+1 609-487-4600,,SynXis / TravelClick,https://bookings.travelclick.com/104218,,New,,PMS: SynXis / TravelClick | Booking URL: https://bookings.travelclick.com/104218,39.361723,
The Boards AC,theboardsac.com,http://theboardsac.com/,+1 609-345-0155,theboardsac@gmail.com,ASI Web Reservations,https://reservation.asiwebres.com/v5/RoomAvailability.aspx?id=f0d179f440ce4aaf93db499cea56dbdb&lang=en&Curr=1,,New,,PMS: ASI Web Reservations | Booking URL: https://reservation.asiwebres.com/v5/RoomAvailability.aspx?id=f0d179f440ce4aaf93db499cea56dbdb&lang=en&Curr=1,39.3603833,
Cambridge House Bed and Breakfast,cambridgehousebandb.com,http://www.cambridgehousebandb.com/,+1 410-221-7700,info@cambridgehousebandb.com,ThinkReservations,https://secure.thinkreservations.com/cambridgehousebandb/reservations,,New,,PMS: ThinkReservations | Booking URL: https://secure.thinkreservations.com/cambridgehousebandb/reservations,38.5735536,
Boulevard Motel,blvdmotel.com,http://www.blvdmotel.com/,+1 609-390-1855,blvdmotel@yahoo.com,WebRez,https://secure.webrez.com/hotel/1397/book_parallel,,New,,PMS: WebRez | Booking URL: https://secure.webrez.com/hotel/1397/book_parallel,39.2621922,
Stockton Inns,stocktoninns.com,https://www.stocktoninns.com/?utm_source=google&utm_medium=organic&utm_campaign=gmblisting,+1 609-884-4036,info@stocktoninns.com,RezStream,https://www.stocktoninns.com/book-direct-save/,,New,,PMS: RezStream | Booking URL: https://www.stocktoninns.com/book-direct-save/,38.9313999,
The Impala Suites at Shorebreak Resorts,shorebreakresorts.com,https://www.shorebreakresorts.com/impala-suites,+1 609-399-9990,stay@shorebreakresorts.com,RMS Cloud,https://bookings13.rmscloud.com/Search/Index/12565/90/?Y=1,3,New,,PMS: RMS Cloud | Booking URL: https://bookings13.rmscloud.com/Search/Index/12565/90/?Y=1 | Rooms: 3,39.27576140000001,
Ebb Tide Suites at Shorebreak Resorts,shorebreakresorts.com,https://www.shorebreakresorts.com/ebb-tide,+1 609-391-9614,stay@shorebreakresorts.com,RMS Cloud,https://bookings13.rmscloud.com/Search/Index/12565/90/?Y=1,,New,,PMS: RMS Cloud | Booking URL: https://bookings13.rmscloud.com/Search/Index/12565/90/?Y=1,39.2749994,
Madison Resort Royal Tower,madisonresortwildwoodcrest.com,https://madisonresortwildwoodcrest.com/,+1 609-884-4063,,ThinkReservations,https://fareharbor.com/embeds/book/madisonresortwildwoodcrest/items/549467/calendar/2024/07/?flow=1188721&full-items=yes,,New,,PMS: ThinkReservations | Booking URL: https://fareharbor.com/embeds/book/madisonresortwildwoodcrest/items/549467/calendar/2024/07/?flow=1188721&full-items=yes,38.968392,
Tahiti Inn,tahitiinn.com,http://www.tahitiinn.com/,+1 609-399-0130,info@tahitiinn.com,Cloudbeds,https://hotels.cloudbeds.com/reservation/d1I5Ja#checkin=2023-04-01&checkout=2023-04-02,,New,,PMS: Cloudbeds | Booking URL: https://hotels.cloudbeds.com/reservation/d1I5Ja#checkin=2023-04-01&checkout=2023-04-02,39.27387650000001,
Scarborough Inn,scarboroughinn.com,https://www.scarboroughinn.com/,+1 609-399-1558,info@scarboroughinn.com,Cloudbeds,https://hotels.cloudbeds.com/en/reservation/CxtomI/?currency=usd&checkin=2025-12-31&checkout=2026-01-02&promo=FIRSTNIGHT,,New,,PMS: Cloudbeds | Booking URL: https://hotels.cloudbeds.com/en/reservation/CxtomI/?currency=usd&checkin=2025-12-31&checkout=2026-01-02&promo=FIRSTNIGHT,39.2787314,
Seahorse Inn,seahorseinnnj.com,http://seahorseinnnj.com/,+1 609-522-1111,seahorseinnnj@gmail.com,ASI Web Reservations,https://reservation.asiwebres.com/SearchAvailability.aspx?id=a5844634bd7743da89a34a5c054f9b6d,,New,,PMS: ASI Web Reservations | Booking URL: https://reservation.asiwebres.com/SearchAvailability.aspx?id=a5844634bd7743da89a34a5c054f9b6d,38.98474059999999,
